Appendable_ThreadSafe @ AClassDefineSingleTest.java:25: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ ExpressLoader.java:72: 1 Unique Traces, 7 Redundant Traces, 1 Preserved, 5 Remained 
StringBuilder_ThreadSafe @ ExpressPackage.java:100: 1 Unique Traces, 2331 Redundant Traces, 1 Preserved, 123 Remained 
StringBuilder_ThreadSafe @ ExpressPackage.java:103: 1 Unique Traces, 2312 Redundant Traces, 1 Preserved, 138 Remained 
StringBuilder_ThreadSafe @ ExpressParse.java:61: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ ExpressParse.java:107: 4 Unique Traces, 14 Redundant Traces, 4 Preserved, 14 Remained 
StringBuilder_ThreadSafe @ ExpressParse.java:110: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ ExpressParse.java:145: 1 Unique Traces, 16 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ExpressParse.java:236: 1 Unique Traces, 112544 Redundant Traces, 1 Preserved, 5710 Remained 
StringBuilder_ThreadSafe @ ExpressParse.java:244: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ExpressParse.java:250: 1 Unique Traces, 418 Redundant Traces, 1 Preserved, 105 Remained 
StringBuilder_ThreadSafe @ ExpressParse.java:287: 84 Unique Traces, 109 Redundant Traces, 84 Preserved, 109 Remained 
StringBuilder_ThreadSafe @ ExpressParse.java:346: 1 Unique Traces, 193 Redundant Traces, 1 Preserved, 10 Remained 
StringBuilder_ThreadSafe @ ExpressParse.java:347: 1 Unique Traces, 193 Redundant Traces, 1 Preserved, 12 Remained 
StringBuilder_ThreadSafe @ ExpressParse.java:351: 1 Unique Traces, 193 Redundant Traces, 1 Preserved, 27 Remained 
StringBuilder_ThreadSafe @ ExpressParse.java:376: 1 Unique Traces, 193 Redundant Traces, 1 Preserved, 13 Remained 
StringBuilder_ThreadSafe @ ExpressParse.java:391: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ExpressParse.java:395: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ExpressParse.java:405: 1 Unique Traces, 5 Redundant Traces, 1 Preserved, 5 Remained 
StringBuilder_ThreadSafe @ ExpressParse.java:417: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ExpressParse.java:440: 44 Unique Traces, 156 Redundant Traces, 44 Preserved, 156 Remained 
StringBuilder_ThreadSafe @ ExpressRunner.java:232: 1 Unique Traces, 5 Redundant Traces, 1 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ ExpressRunner.java:687: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ ExpressTest.java:15: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ ExpressTest.java:28: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ ExpressTest.java:116: 1 Unique Traces, 40 Redundant Traces, 1 Preserved, 26 Remained 
StringBuilder_ThreadSafe @ ExpressUtil.java:273: 6 Unique Traces, 200229 Redundant Traces, 4 Preserved, 9794 Remained 
StringBuilder_ThreadSafe @ ExpressUtil.java:414: 2 Unique Traces, 22 Redundant Traces, 2 Preserved, 22 Remained 
StringBuilder_ThreadSafe @ ExpressUtil.java:424: 1 Unique Traces, 5 Redundant Traces, 1 Preserved, 4 Remained 
StringBuilder_ThreadSafe @ ExpressUtil.java:444: 1 Unique Traces, 17 Redundant Traces, 1 Preserved, 17 Remained 
StringBuilder_ThreadSafe @ ExpressUtil.java:562: 1 Unique Traces, 249 Redundant Traces, 1 Preserved, 61 Remained 
StringBuilder_ThreadSafe @ ExpressUtil.java:597: 1 Unique Traces, 16 Redundant Traces, 1 Preserved, 16 Remained 
StringBuilder_ThreadSafe @ ExpressUtil.java:625: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ FunctionInstructionFactory.java:43: 1 Unique Traces, 34 Redundant Traces, 1 Preserved, 34 Remained 
StringBuilder_ThreadSafe @ GetExpressAttrNamesTest.java:23: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ GetExpressAttrNamesTest.java:37: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ GetExpressFunctionNamesTest.java:12: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ GetExpressFunctionNamesTest.java:30: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ GetExpressFunctionNamesTest.java:50: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ GetExpressFunctionNamesTest.java:59: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ GetExpressFunctionNamesTest.java:73: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ IfTest.java:36: 1 Unique Traces, 15 Redundant Traces, 1 Preserved, 15 Remained 
StringBuilder_ThreadSafe @ IfTest.java:37: 1 Unique Traces, 15 Redundant Traces, 1 Preserved, 15 Remained 
StringBuilder_ThreadSafe @ IfTest.java:38: 1 Unique Traces, 15 Redundant Traces, 1 Preserved, 15 Remained 
StringBuilder_ThreadSafe @ Instruction.java:20: 1 Unique Traces, 17 Redundant Traces, 1 Preserved, 17 Remained 
StringBuilder_ThreadSafe @ InstructionCallMacro.java:38: 1 Unique Traces, 5 Redundant Traces, 1 Preserved, 5 Remained 
StringBuilder_ThreadSafe @ InstructionCallSelfDefineFunction.java:68: 1 Unique Traces, 30 Redundant Traces, 1 Preserved, 26 Remained 
StringBuilder_ThreadSafe @ InstructionConstData.java:31: 1 Unique Traces, 10746 Redundant Traces, 1 Preserved, 617 Remained 
StringBuilder_ThreadSafe @ InstructionGoTo.java:27: 1 Unique Traces, 64 Redundant Traces, 1 Preserved, 8 Remained 
StringBuilder_ThreadSafe @ InstructionGoTo.java:29: 1 Unique Traces, 75 Redundant Traces, 1 Preserved, 34 Remained 
StringBuilder_ThreadSafe @ InstructionGoToWithCondition.java:56: 1 Unique Traces, 81 Redundant Traces, 1 Preserved, 6 Remained 
StringBuilder_ThreadSafe @ InstructionGoToWithCondition.java:58: 1 Unique Traces, 81 Redundant Traces, 1 Preserved, 14 Remained 
StringBuilder_ThreadSafe @ InstructionGoToWithCondition.java:60: 1 Unique Traces, 81 Redundant Traces, 1 Preserved, 8 Remained 
StringBuilder_ThreadSafe @ InstructionLoadAttr.java:36: 1 Unique Traces, 30532 Redundant Traces, 1 Preserved, 1546 Remained 
StringBuilder_ThreadSafe @ InstructionLoadLambda.java:30: 1 Unique Traces, 7 Redundant Traces, 1 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ InstructionNewVirClass.java:42: 1 Unique Traces, 11 Redundant Traces, 1 Preserved, 8 Remained 
StringBuilder_ThreadSafe @ InstructionOperator.java:44: 1 Unique Traces, 30807 Redundant Traces, 1 Preserved, 1575 Remained 
StringBuilder_ThreadSafe @ InstructionSet.java:196: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
StringBuilder_ThreadSafe @ InstructionSet.java:281: 13 Unique Traces, 18 Redundant Traces, 10 Preserved, 5 Remained 
StringBuilder_ThreadSafe @ InstructionSet.java:287: 1 Unique Traces, 10246 Redundant Traces, 1 Preserved, 553 Remained 
StringBuilder_ThreadSafe @ InstructionSet.java:296: 11 Unique Traces, 7 Redundant Traces, 11 Preserved, 7 Remained 
StringBuilder_ThreadSafe @ InstructionSet.java:312: 36 Unique Traces, 10193 Redundant Traces, 13 Preserved, 543 Remained 
StringBuilder_ThreadSafe @ LoadExpressFromFileTest.java:20: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ LoadExpressFromFileTest.java:21: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ LoadExpressFromFileTest.java:26: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ LoadExpressFromFileTest.java:27: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ LoveOperator.java:14: 1 Unique Traces, 6 Redundant Traces, 1 Preserved, 6 Remained 
StringBuilder_ThreadSafe @ MacroInstructionFactory.java:15: 1 Unique Traces, 14 Redundant Traces, 1 Preserved, 14 Remained 
StringBuilder_ThreadSafe @ MethodInvokeTest.java:21: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ MethodInvokeTest.java:37: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ MethodInvokeTest.java:50: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ MethodInvokeTest.java:63: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ MethodParamsTest.java:53: 1 Unique Traces, 15 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ MethodParamsTest.java:61: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ MethodParamsTest.java:89: 1 Unique Traces, 19 Redundant Traces, 1 Preserved, 19 Remained 
StringBuilder_ThreadSafe @ MethodParamsTest.java:103: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ModuleUtils.java:88: 1 Unique Traces, 15 Redundant Traces, 1 Preserved, 15 Remained 
StringBuilder_ThreadSafe @ ModulesLoader.java:107: 1 Unique Traces, 7 Redundant Traces, 1 Preserved, 4 Remained 
StringBuilder_ThreadSafe @ ModulesLoader.java:148: 1 Unique Traces, 7 Redundant Traces, 1 Preserved, 7 Remained 
StringBuilder_ThreadSafe @ ModulesLoader.java:185: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ ModulesLoader.java:238: 1 Unique Traces, 7 Redundant Traces, 1 Preserved, 7 Remained 
StringBuilder_ThreadSafe @ NewExpressTest.java:80: 1 Unique Traces, 57 Redundant Traces, 1 Preserved, 38 Remained 
StringBuilder_ThreadSafe @ NewExpressTest.java:81: 1 Unique Traces, 57 Redundant Traces, 1 Preserved, 15 Remained 
StringBuilder_ThreadSafe @ NewExpressTest.java:82: 1 Unique Traces, 57 Redundant Traces, 1 Preserved, 11 Remained 
StringBuilder_ThreadSafe @ NewInstructionFactory.java:21: 2 Unique Traces, 9 Redundant Traces, 2 Preserved, 5 Remained 
StringBuilder_ThreadSafe @ NewInstructionFactory.java:23: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ NodeType.java:102: 1 Unique Traces, 365 Redundant Traces, 1 Preserved, 49 Remained 
StringBuilder_ThreadSafe @ NodeTypeManager.java:42: 1 Unique Traces, 10449 Redundant Traces, 1 Preserved, 541 Remained 
StringBuilder_ThreadSafe @ NodeTypeManager.java:45: 1 Unique Traces, 6599 Redundant Traces, 1 Preserved, 346 Remained 
StringBuilder_ThreadSafe @ NodeTypeManager.java:116: 1 Unique Traces, 655 Redundant Traces, 1 Preserved, 68 Remained 
StringBuilder_ThreadSafe @ NodeTypeManager.java:128: 1 Unique Traces, 365 Redundant Traces, 1 Preserved, 24 Remained 
StringBuilder_ThreadSafe @ OpCallTest.java:40: 1 Unique Traces, 5 Redundant Traces, 1 Preserved, 5 Remained 
StringBuilder_ThreadSafe @ OpCallTest.java:42: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ OperateClass.java:32: 1 Unique Traces, 86 Redundant Traces, 1 Preserved, 20 Remained 
StringBuilder_ThreadSafe @ OperateDataAlias.java:16: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ OperateDataArrayItem.java:14: 1 Unique Traces, 7889 Redundant Traces, 1 Preserved, 410 Remained 
StringBuilder_ThreadSafe @ OperateDataArrayItem.java:20: 1 Unique Traces, 69 Redundant Traces, 1 Preserved, 21 Remained 
StringBuilder_ThreadSafe @ OperateDataField.java:26: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ OperateDataField.java:28: 1 Unique Traces, 202 Redundant Traces, 1 Preserved, 44 Remained 
StringBuilder_ThreadSafe @ OperateDataLocalVar.java:40: 1 Unique Traces, 15 Redundant Traces, 1 Preserved, 11 Remained 
StringBuilder_ThreadSafe @ OperatorBase.java:46: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ OperatorEqualsLessMore.java:44: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ OperatorField.java:33: 1 Unique Traces, 102 Redundant Traces, 1 Preserved, 20 Remained 
StringBuilder_ThreadSafe @ OperatorMethod.java:75: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ OperatorMethod.java:101: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ OperatorMethod.java:138: 1 Unique Traces, 109 Redundant Traces, 1 Preserved, 17 Remained 
StringBuilder_ThreadSafe @ OperatorOfNumber.java:187: 1 Unique Traces, 2070 Redundant Traces, 1 Preserved, 109 Remained 
StringBuilder_ThreadSafe @ OverFlowTest.java:83: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ OverFlowTest.java:93: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ OverFlowTest.java:103: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ OverFlowTest.java:110: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ OverFlowTest.java:120: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ OverFlowTest.java:130: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ PrintLineExceptionTest.java:40: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ QLAliasTest.java:39: 1 Unique Traces, 7 Redundant Traces, 1 Preserved, 7 Remained 
StringBuilder_ThreadSafe @ QLAliasTest.java:48: 1 Unique Traces, 7 Redundant Traces, 1 Preserved, 6 Remained 
StringBuilder_ThreadSafe @ QLAliasUtils.java:59: 1 Unique Traces, 118 Redundant Traces, 1 Preserved, 10 Remained 
StringBuilder_ThreadSafe @ QLExpressRunStrategy.java:66: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ QLExpressRunStrategy.java:69: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ QLExpressRunStrategy.java:70: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ QLExpressRunStrategy.java:73: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ QLExpressRunStrategy.java:74: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ QLExpressRunStrategy.java:75: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ QLExpressRunStrategy.java:76: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ QLExpressRunStrategy.java:77: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ QLExpressRunStrategy.java:78: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ QLExpressRunStrategy.java:91: 1 Unique Traces, 31 Redundant Traces, 1 Preserved, 31 Remained 
StringBuilder_ThreadSafe @ QLExpressRunStrategy.java:158: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ QLExpressRunStrategy.java:166: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ QLExpressRunStrategy.java:182: 1 Unique Traces, 100177 Redundant Traces, 1 Preserved, 5027 Remained 
StringBuilder_ThreadSafe @ QLExpressRunStrategy.java:186: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ QLExpressRunStrategy.java:192: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ QLExpressRunStrategy.java:204: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ QLPattern.java:30: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ QLPatternNode.java:139: 81 Unique Traces, 34019 Redundant Traces, 81 Preserved, 34019 Remained 
StringBuilder_ThreadSafe @ QLPatternNode.java:167: 108 Unique Traces, 157026 Redundant Traces, 108 Preserved, 157026 Remained 
StringBuilder_ThreadSafe @ QLPatternNode.java:182: 1 Unique Traces, 33090 Redundant Traces, 1 Preserved, 1643 Remained 
StringBuilder_ThreadSafe @ QLPatternNode.java:188: 5 Unique Traces, 8795 Redundant Traces, 5 Preserved, 475 Remained 
StringBuilder_ThreadSafe @ QLPatternNode.java:203: 2 Unique Traces, 823 Redundant Traces, 2 Preserved, 87 Remained 
StringBuilder_ThreadSafe @ QLPatternNode.java:208: 4 Unique Traces, 14571 Redundant Traces, 3 Preserved, 698 Remained 
StringBuilder_ThreadSafe @ QLPatternNode.java:212: 3 Unique Traces, 9897 Redundant Traces, 2 Preserved, 507 Remained 
StringBuilder_ThreadSafe @ QLPatternNode.java:218: 1 Unique Traces, 274 Redundant Traces, 1 Preserved, 14 Remained 
StringBuilder_ThreadSafe @ QLPatternNode.java:228: 1 Unique Traces, 17324 Redundant Traces, 1 Preserved, 873 Remained 
StringBuilder_ThreadSafe @ QLPatternNode.java:233: 1 Unique Traces, 10174 Redundant Traces, 1 Preserved, 548 Remained 
StringBuilder_ThreadSafe @ QLPatternNode.java:300: 6 Unique Traces, 359 Redundant Traces, 6 Preserved, 114 Remained 
StringBuilder_ThreadSafe @ ReflectionUtils.java:59: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ReflectionUtils.java:468: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ ReplaceOperatorTest.java:46: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ReplaceOperatorTest.java:67: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ SimpleShortCircuitLogicTest.java:48: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ SimpleShortCircuitLogicTest.java:74: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ StackOverFlowTest.java:26: 1 Unique Traces, 7 Redundant Traces, 1 Preserved, 7 Remained 
StringBuilder_ThreadSafe @ StackOverFlowTest.java:31: 1 Unique Traces, 7 Redundant Traces, 1 Preserved, 7 Remained 
StringBuilder_ThreadSafe @ StaticMethodTest.java:13: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ StaticMethodTest.java:14: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ SubjectOperator.java:67: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ SubjectOperator.java:79: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ SubjectValue.java:14: 1 Unique Traces, 5 Redundant Traces, 1 Preserved, 5 Remained 
StringBuilder_ThreadSafe @ WordSplit.java:48: 30 Unique Traces, 275 Redundant Traces, 11 Preserved, 61 Remained 
StringBuilder_ThreadSafe @ WordSplit.java:153: 46 Unique Traces, 342 Redundant Traces, 14 Preserved, 38 Remained 
StringBuilder_ThreadSafe @ WorkflowTest.java:53: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ ExpressParse.java:245: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Throwable_InitCauseOnce @ ExpressParse.java:419: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Throwable_InitCauseOnce @ ExpressRemoteCacheRunner.java:30: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ ExpressRemoteCacheRunner.java:35: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Throwable_InitCauseOnce @ ExpressRunner.java:687: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Throwable_InitCauseOnce @ ExpressUtil.java:625: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ ExpressUtil.java:630: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ InstructionOperator.java:36: 1 Unique Traces, 15 Redundant Traces, 1 Preserved, 3 Remained 
Throwable_InitCauseOnce @ InstructionOperator.java:38: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Throwable_InitCauseOnce @ InstructionSet.java:197: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Throwable_InitCauseOnce @ Jdk14Logger.java:76: 1 Unique Traces, 8 Redundant Traces, 1 Preserved, 8 Remained 
Throwable_InitCauseOnce @ OperateData.java:59: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ OperatorEqualsLessMore.java:44: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Throwable_InitCauseOnce @ OperatorMethod.java:75: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ OperatorMethod.java:114: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ OperatorNew.java:36: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ QLExpressRunStrategy.java:186: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Throwable_InitCauseOnce @ QLExpressRunStrategy.java:192: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
Throwable_InitCauseOnce @ QLExpressRunStrategy.java:204: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 1 Remained 
Throwable_InitCauseOnce @ QLPattern.java:30: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
Throwable_InitCauseOnce @ ReflectionUtils.java:59: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Throwable_InitCauseOnce @ ReflectionUtils.java:468: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
