Appendable_ThreadSafe @ AbstractAgiCommand.java:92: 2 Unique Traces, 4 Redundant Traces, 2 Preserved, 4 Remained 
Iterator_HasNext @ ModifierContributor.java:202: 4 Unique Traces, 301 Redundant Traces, 4 Preserved, 42 Remained 
Iterator_HasNext @ MultipleParentClassLoader.java:353: 4 Unique Traces, 16 Redundant Traces, 4 Preserved, 7 Remained 
Iterator_HasNext @ MultipleParentClassLoader.java:381: 4 Unique Traces, 21 Redundant Traces, 4 Preserved, 15 Remained 
Iterator_HasNext @ MultipleParentClassLoader.java:388: 2 Unique Traces, 66 Redundant Traces, 2 Preserved, 35 Remained 
Iterator_HasNext @ MultipleParentClassLoader.java:395: 1 Unique Traces, 33 Redundant Traces, 1 Preserved, 23 Remained 
Iterator_HasNext @ ParameterList.java:82: 2 Unique Traces, 151 Redundant Traces, 2 Preserved, 10 Remained 
Iterator_HasNext @ ParameterList.java:95: 3 Unique Traces, 62 Redundant Traces, 1 Preserved, 10 Remained 
Iterator_HasNext @ ParameterList.java:106: 4 Unique Traces, 2496 Redundant Traces, 3 Preserved, 108 Remained 
Iterator_HasNext @ ParameterList.java:536: 2 Unique Traces, 267 Redundant Traces, 1 Preserved, 12 Remained 
Iterator_HasNext @ QueryFunction.java:58: 9 Unique Traces, 209 Redundant Traces, 6 Preserved, 40 Remained 
Iterator_HasNext @ RecordComponentRegistry.java:130: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_HasNext @ ReflectionUtil.java:274: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_HasNext @ ReflectionUtil.java:352: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_HasNext @ Reflections.java:177: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
Iterator_HasNext @ Reflections.java:180: 1 Unique Traces, 239 Redundant Traces, 1 Preserved, 43 Remained 
Iterator_HasNext @ Reflections.java:215: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_HasNext @ Reflections.java:325: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_HasNext @ Reflections.java:343: 3 Unique Traces, 1 Redundant Traces, 3 Preserved, 1 Remained 
Iterator_HasNext @ SanityChecker.java:35: 3 Unique Traces, 26 Redundant Traces, 3 Preserved, 7 Remained 
Iterator_HasNext @ SanityChecker.java:44: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
Iterator_HasNext @ Services.java:35: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_HasNext @ SimpleRuleStore.java:129: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
Iterator_HasNext @ SimpleRuleStore.java:140: 4 Unique Traces, 4 Redundant Traces, 4 Preserved, 4 Remained 
Iterator_HasNext @ SimpleRuleStore.java:152: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Iterator_HasNext @ SimpleRuleStore.java:177: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
Iterator_HasNext @ SimpleRuleStore.java:205: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
Iterator_HasNext @ StackManipulation.java:216: 7 Unique Traces, 1078 Redundant Traces, 5 Preserved, 66 Remained 
Iterator_HasNext @ StackManipulation.java:229: 4 Unique Traces, 1021 Redundant Traces, 2 Preserved, 73 Remained 
Iterator_HasNext @ StackManipulation.java:242: 10 Unique Traces, 592 Redundant Traces, 10 Preserved, 592 Remained 
Iterator_HasNext @ StatusUtil.java:58: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
Iterator_HasNext @ StatusUtil.java:94: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_HasNext @ StatusUtil.java:113: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_HasNext @ SubclassDynamicTypeBuilder.java:242: 2 Unique Traces, 20 Redundant Traces, 2 Preserved, 10 Remained 
Iterator_HasNext @ TargetMethodAnnotationDrivenBinder.java:84: 3 Unique Traces, 2 Redundant Traces, 3 Preserved, 2 Remained 
Iterator_HasNext @ TargetMethodAnnotationDrivenBinder.java:140: 4 Unique Traces, 126 Redundant Traces, 4 Preserved, 25 Remained 
Iterator_HasNext @ TargetMethodAnnotationDrivenBinder.java:508: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
Iterator_HasNext @ TargetMethodAnnotationDrivenBinder.java:526: 1 Unique Traces, 13 Redundant Traces, 1 Preserved, 6 Remained 
Iterator_HasNext @ Transformer.java:635: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Iterator_HasNext @ Transformer.java:648: 1 Unique Traces, 59 Redundant Traces, 1 Preserved, 13 Remained 
Iterator_HasNext @ TypeAttributeAppender.java:87: 2 Unique Traces, 20 Redundant Traces, 1 Preserved, 20 Remained 
Iterator_HasNext @ TypeAttributeAppender.java:92: 1 Unique Traces, 21 Redundant Traces, 1 Preserved, 21 Remained 
Iterator_HasNext @ TypeCache.java:454: 1 Unique Traces, 45 Redundant Traces, 1 Preserved, 10 Remained 
Iterator_HasNext @ TypeDescription.java:1803: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
Iterator_HasNext @ TypeDescription.java:1907: 1 Unique Traces, 140 Redundant Traces, 1 Preserved, 41 Remained 
Iterator_HasNext @ TypeDescription.java:5148: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Iterator_HasNext @ TypeDescription.java:7777: 1 Unique Traces, 84 Redundant Traces, 1 Preserved, 84 Remained 
Iterator_HasNext @ TypeDescription.java:7935: 1 Unique Traces, 21 Redundant Traces, 1 Preserved, 17 Remained 
Iterator_HasNext @ TypeDescription.java:7951: 2 Unique Traces, 20 Redundant Traces, 2 Preserved, 19 Remained 
Iterator_HasNext @ TypeList.java:99: 4 Unique Traces, 171 Redundant Traces, 3 Preserved, 9 Remained 
Iterator_HasNext @ TypeList.java:302: 3 Unique Traces, 388 Redundant Traces, 3 Preserved, 51 Remained 
Iterator_HasNext @ TypeList.java:313: 1 Unique Traces, 64 Redundant Traces, 1 Preserved, 18 Remained 
Iterator_HasNext @ TypeList.java:324: 4 Unique Traces, 369 Redundant Traces, 3 Preserved, 27 Remained 
Iterator_HasNext @ TypeList.java:335: 5 Unique Traces, 1904 Redundant Traces, 4 Preserved, 105 Remained 
Iterator_HasNext @ TypeList.java:346: 2 Unique Traces, 219 Redundant Traces, 2 Preserved, 46 Remained 
Iterator_HasNext @ TypeResolutionStrategy.java:102: 2 Unique Traces, 3 Redundant Traces, 2 Preserved, 3 Remained 
Iterator_HasNext @ TypeWriter.java:617: 1 Unique Traces, 99 Redundant Traces, 1 Preserved, 7 Remained 
Iterator_HasNext @ TypeWriter.java:1249: 1 Unique Traces, 135 Redundant Traces, 1 Preserved, 32 Remained 
Iterator_HasNext @ TypeWriter.java:6002: 1 Unique Traces, 21 Redundant Traces, 1 Preserved, 9 Remained 
Iterator_HasNext @ TypeWriter.java:6006: 1 Unique Traces, 21 Redundant Traces, 1 Preserved, 10 Remained 
Iterator_HasNext @ TypeWriter.java:6026: 1 Unique Traces, 21 Redundant Traces, 1 Preserved, 4 Remained 
Iterator_HasNext @ TypeWriter.java:6036: 1 Unique Traces, 21 Redundant Traces, 1 Preserved, 21 Remained 
Iterator_HasNext @ TypeWriter.java:6039: 2 Unique Traces, 20 Redundant Traces, 2 Preserved, 20 Remained 
Iterator_HasNext @ TypeWriter.java:6042: 6 Unique Traces, 16 Redundant Traces, 6 Preserved, 16 Remained 
Iterator_HasNext @ Vfs.java:100: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Iterator_RemoveOnce @ ActionBuilderImpl.java:123: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ ActionBuilderImpl.java:160: 2 Unique Traces, 1 Redundant Traces, 2 Preserved, 1 Remained 
Iterator_RemoveOnce @ ActionBuilderImpl.java:175: 2 Unique Traces, 2 Redundant Traces, 2 Preserved, 2 Remained 
Iterator_RemoveOnce @ ActionBuilderImpl.java:226: 6 Unique Traces, 9 Redundant Traces, 4 Preserved, 6 Remained 
Iterator_RemoveOnce @ AgiRequestImpl.java:113: 6 Unique Traces, 18 Redundant Traces, 6 Preserved, 18 Remained 
Iterator_RemoveOnce @ AgiRequestImpl.java:460: 2 Unique Traces, 3 Redundant Traces, 2 Preserved, 2 Remained 
Iterator_RemoveOnce @ AgiRequestImpl.java:477: 2 Unique Traces, 1 Redundant Traces, 2 Preserved, 1 Remained 
Iterator_RemoveOnce @ AllArguments.java:206: 2 Unique Traces, 52 Redundant Traces, 2 Preserved, 15 Remained 
Iterator_RemoveOnce @ AnnotationAppender.java:699: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
Iterator_RemoveOnce @ AnnotationDescription.java:578: 3 Unique Traces, 9 Redundant Traces, 3 Preserved, 9 Remained 
Iterator_RemoveOnce @ AnnotationList.java:104: 2 Unique Traces, 136 Redundant Traces, 2 Preserved, 11 Remained 
Iterator_RemoveOnce @ AnnotationList.java:130: 2 Unique Traces, 32 Redundant Traces, 2 Preserved, 14 Remained 
Iterator_RemoveOnce @ ArrayFactory.java:294: 2 Unique Traces, 83 Redundant Traces, 2 Preserved, 32 Remained 
Iterator_RemoveOnce @ ArrayFactory.java:310: 2 Unique Traces, 52 Redundant Traces, 2 Preserved, 17 Remained 
Iterator_RemoveOnce @ AttributeInfo.java:225: 2 Unique Traces, 10 Redundant Traces, 2 Preserved, 7 Remained 
Iterator_RemoveOnce @ ByteCodeAppender.java:139: 1 Unique Traces, 59 Redundant Traces, 1 Preserved, 33 Remained 
Iterator_RemoveOnce @ ByteCodeAppender.java:155: 5 Unique Traces, 0 Redundant Traces, 5 Preserved, 0 Remained 
Iterator_RemoveOnce @ ByteCodeElement.java:159: 2 Unique Traces, 15 Redundant Traces, 1 Preserved, 3 Remained 
Iterator_RemoveOnce @ ChainedModelFilter.java:43: 6 Unique Traces, 9 Redundant Traces, 6 Preserved, 9 Remained 
Iterator_RemoveOnce @ ClassFile.java:745: 3 Unique Traces, 477 Redundant Traces, 2 Preserved, 47 Remained 
Iterator_RemoveOnce @ ClassInjector.java:115: 2 Unique Traces, 3 Redundant Traces, 2 Preserved, 3 Remained 
Iterator_RemoveOnce @ ClassInjector.java:120: 2 Unique Traces, 3 Redundant Traces, 2 Preserved, 3 Remained 
Iterator_RemoveOnce @ ClassInjector.java:242: 2 Unique Traces, 3 Redundant Traces, 2 Preserved, 1 Remained 
Iterator_RemoveOnce @ ClassicEnvUtil.java:51: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ ClasspathHelper.java:396: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ CoherentEventFactory.java:42: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ CollectionErasureMatcher.java:52: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Iterator_RemoveOnce @ CollectionItemMatcher.java:47: 2 Unique Traces, 85 Redundant Traces, 2 Preserved, 24 Remained 
Iterator_RemoveOnce @ CollectionOneToOneMatcher.java:58: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Iterator_RemoveOnce @ CollectionOneToOneMatcher.java:59: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Iterator_RemoveOnce @ CompositeMappingStrategy.java:104: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
Iterator_RemoveOnce @ ConfigurationBuilder.java:84: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ ConstructorStrategy.java:197: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Iterator_RemoveOnce @ ContextInitializer.java:95: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ DefaultProcessor.java:142: 2 Unique Traces, 2 Redundant Traces, 2 Preserved, 2 Remained 
Iterator_RemoveOnce @ DefaultProcessor.java:210: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ DefaultProcessor.java:252: 2 Unique Traces, 6 Redundant Traces, 2 Preserved, 2 Remained 
Iterator_RemoveOnce @ DefaultProcessor.java:289: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Iterator_RemoveOnce @ DynamicType.java:2962: 2 Unique Traces, 15 Redundant Traces, 1 Preserved, 2 Remained 
Iterator_RemoveOnce @ DynamicType.java:5688: 2 Unique Traces, 20 Redundant Traces, 2 Preserved, 8 Remained 
Iterator_RemoveOnce @ DynamicType.java:6089: 2 Unique Traces, 3 Redundant Traces, 2 Preserved, 2 Remained 
Iterator_RemoveOnce @ DynamicType.java:6100: 2 Unique Traces, 3 Redundant Traces, 2 Preserved, 3 Remained 
Iterator_RemoveOnce @ ElementMatcher.java:132: 1 Unique Traces, 413 Redundant Traces, 1 Preserved, 73 Remained 
Iterator_RemoveOnce @ ElementMatcher.java:145: 4 Unique Traces, 1382 Redundant Traces, 2 Preserved, 88 Remained 
Iterator_RemoveOnce @ ElementMatcher.java:200: 1 Unique Traces, 103 Redundant Traces, 1 Preserved, 49 Remained 
Iterator_RemoveOnce @ ElementMatcher.java:213: 6 Unique Traces, 477 Redundant Traces, 3 Preserved, 27 Remained 
Iterator_RemoveOnce @ ElementMatchers.java:601: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Iterator_RemoveOnce @ EventAttributesHelper.java:47: 11 Unique Traces, 53 Redundant Traces, 11 Preserved, 53 Remained 
Iterator_RemoveOnce @ EventBuilderImpl.java:55: 1 Unique Traces, 44 Redundant Traces, 1 Preserved, 40 Remained 
Iterator_RemoveOnce @ EventBuilderImpl.java:138: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Iterator_RemoveOnce @ EventBuilderImpl.java:215: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
Iterator_RemoveOnce @ FastScannerRandomTest.java:69: 94 Unique Traces, 6 Redundant Traces, 94 Preserved, 6 Remained 
Iterator_RemoveOnce @ FastScannerSpeedTest.java:34: 1 Unique Traces, 9 Redundant Traces, 1 Preserved, 9 Remained 
Iterator_RemoveOnce @ FieldLocator.java:323: 1 Unique Traces, 129 Redundant Traces, 1 Preserved, 20 Remained 
Iterator_RemoveOnce @ FieldRegistry.java:133: 2 Unique Traces, 20 Redundant Traces, 2 Preserved, 20 Remained 
Iterator_RemoveOnce @ FieldRegistry.java:257: 2 Unique Traces, 29 Redundant Traces, 2 Preserved, 29 Remained 
Iterator_RemoveOnce @ FilterBuilder.java:99: 1 Unique Traces, 2165 Redundant Traces, 1 Preserved, 122 Remained 
Iterator_RemoveOnce @ FilterableList.java:124: 14 Unique Traces, 303 Redundant Traces, 5 Preserved, 19 Remained 
Iterator_RemoveOnce @ FilteredManagerListenerWrapper.java:29: 1 Unique Traces, 999 Redundant Traces, 1 Preserved, 74 Remained 
Iterator_RemoveOnce @ Implementation.java:415: 1 Unique Traces, 49 Redundant Traces, 1 Preserved, 41 Remained 
Iterator_RemoveOnce @ Implementation.java:1227: 5 Unique Traces, 0 Redundant Traces, 5 Preserved, 0 Remained 
Iterator_RemoveOnce @ Implementation.java:1239: 2 Unique Traces, 3 Redundant Traces, 2 Preserved, 3 Remained 
Iterator_RemoveOnce @ LatentMatcher.java:336: 1 Unique Traces, 5 Redundant Traces, 1 Preserved, 5 Remained 
Iterator_RemoveOnce @ ListenerManager.java:57: 499 Unique Traces, 501 Redundant Traces, 499 Preserved, 501 Remained 
Iterator_RemoveOnce @ ListenerManagerTest.java:27: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ Locker.java:242: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ LoggerFactory.java:148: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ ManagerConnectionImpl.java:1180: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
Iterator_RemoveOnce @ MethodAttributeAppender.java:114: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Iterator_RemoveOnce @ MethodAttributeAppender.java:128: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 1 Remained 
Iterator_RemoveOnce @ MethodAttributeAppender.java:205: 2 Unique Traces, 42 Redundant Traces, 1 Preserved, 6 Remained 
Iterator_RemoveOnce @ MethodAttributeAppender.java:217: 1 Unique Traces, 11 Redundant Traces, 1 Preserved, 11 Remained 
Iterator_RemoveOnce @ MethodAttributeAppender.java:470: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Iterator_RemoveOnce @ MethodAttributeAppender.java:483: 1 Unique Traces, 59 Redundant Traces, 1 Preserved, 39 Remained 
Iterator_RemoveOnce @ MethodCallProxy.java:132: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
Iterator_RemoveOnce @ MethodCallProxy.java:173: 2 Unique Traces, 15 Redundant Traces, 2 Preserved, 15 Remained 
Iterator_RemoveOnce @ MethodCallProxy.java:319: 2 Unique Traces, 15 Redundant Traces, 1 Preserved, 2 Remained 
Iterator_RemoveOnce @ MethodCallProxy.java:407: 2 Unique Traces, 32 Redundant Traces, 2 Preserved, 30 Remained 
Iterator_RemoveOnce @ MethodConstant.java:140: 2 Unique Traces, 25 Redundant Traces, 2 Preserved, 24 Remained 
Iterator_RemoveOnce @ MethodDelegation.java:949: 2 Unique Traces, 2 Redundant Traces, 2 Preserved, 2 Remained 
Iterator_RemoveOnce @ MethodDelegationBinder.java:538: 3 Unique Traces, 84 Redundant Traces, 3 Preserved, 6 Remained 
Iterator_RemoveOnce @ MethodDelegationBinder.java:968: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ MethodDelegationBinder.java:984: 1 Unique Traces, 16 Redundant Traces, 1 Preserved, 6 Remained 
Iterator_RemoveOnce @ MethodDelegationBinder.java:1092: 2 Unique Traces, 68 Redundant Traces, 1 Preserved, 10 Remained 
Iterator_RemoveOnce @ MethodDescription.java:524: 2 Unique Traces, 81 Redundant Traces, 2 Preserved, 37 Remained 
Iterator_RemoveOnce @ MethodDescription.java:549: 2 Unique Traces, 56 Redundant Traces, 2 Preserved, 26 Remained 
Iterator_RemoveOnce @ MethodDescription.java:2001: 2 Unique Traces, 66 Redundant Traces, 1 Preserved, 5 Remained 
Iterator_RemoveOnce @ MethodGraph.java:641: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Iterator_RemoveOnce @ MethodGraph.java:714: 2 Unique Traces, 6 Redundant Traces, 2 Preserved, 6 Remained 
Iterator_RemoveOnce @ MethodGraph.java:1019: 1 Unique Traces, 463 Redundant Traces, 1 Preserved, 30 Remained 
Iterator_RemoveOnce @ MethodGraph.java:1034: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Iterator_RemoveOnce @ MethodGraph.java:1189: 8 Unique Traces, 10 Redundant Traces, 8 Preserved, 10 Remained 
Iterator_RemoveOnce @ MethodGraph.java:1212: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Iterator_RemoveOnce @ MethodGraph.java:1234: 5 Unique Traces, 0 Redundant Traces, 5 Preserved, 0 Remained 
Iterator_RemoveOnce @ MethodGraph.java:1251: 11 Unique Traces, 9 Redundant Traces, 5 Preserved, 2 Remained 
Iterator_RemoveOnce @ MethodList.java:89: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Iterator_RemoveOnce @ MethodRegistry.java:458: 2 Unique Traces, 20 Redundant Traces, 2 Preserved, 11 Remained 
Iterator_RemoveOnce @ MethodRegistry.java:479: 6 Unique Traces, 16 Redundant Traces, 6 Preserved, 16 Remained 
Iterator_RemoveOnce @ MethodRegistry.java:483: 4 Unique Traces, 110 Redundant Traces, 3 Preserved, 5 Remained 
Iterator_RemoveOnce @ MethodRegistry.java:505: 1 Unique Traces, 21 Redundant Traces, 1 Preserved, 18 Remained 
Iterator_RemoveOnce @ MethodRegistry.java:508: 3 Unique Traces, 41 Redundant Traces, 2 Preserved, 4 Remained 
Iterator_RemoveOnce @ MethodRegistry.java:738: 6 Unique Traces, 16 Redundant Traces, 5 Preserved, 11 Remained 
Iterator_RemoveOnce @ MethodVariableAccess.java:233: 1 Unique Traces, 7 Redundant Traces, 1 Preserved, 6 Remained 
Iterator_RemoveOnce @ ModelInterpretationContext.java:181: 1 Unique Traces, 11 Redundant Traces, 1 Preserved, 6 Remained 
Iterator_RemoveOnce @ ModelInterpretationContext.java:195: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ ModifierContributor.java:202: 3 Unique Traces, 285 Redundant Traces, 3 Preserved, 27 Remained 
Iterator_RemoveOnce @ MultipleParentClassLoader.java:353: 3 Unique Traces, 12 Redundant Traces, 3 Preserved, 12 Remained 
Iterator_RemoveOnce @ MultipleParentClassLoader.java:381: 3 Unique Traces, 17 Redundant Traces, 3 Preserved, 16 Remained 
Iterator_RemoveOnce @ MultipleParentClassLoader.java:389: 1 Unique Traces, 28 Redundant Traces, 1 Preserved, 9 Remained 
Iterator_RemoveOnce @ ParameterList.java:82: 1 Unique Traces, 57 Redundant Traces, 1 Preserved, 10 Remained 
Iterator_RemoveOnce @ ParameterList.java:95: 2 Unique Traces, 25 Redundant Traces, 1 Preserved, 7 Remained 
Iterator_RemoveOnce @ ParameterList.java:106: 3 Unique Traces, 1074 Redundant Traces, 1 Preserved, 55 Remained 
Iterator_RemoveOnce @ ParameterList.java:536: 1 Unique Traces, 47 Redundant Traces, 1 Preserved, 25 Remained 
Iterator_RemoveOnce @ QueryFunction.java:58: 8 Unique Traces, 22 Redundant Traces, 8 Preserved, 22 Remained 
Iterator_RemoveOnce @ ReflectionUtil.java:274: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ ReflectionUtil.java:353: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ Reflections.java:177: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
Iterator_RemoveOnce @ Reflections.java:180: 1 Unique Traces, 239 Redundant Traces, 1 Preserved, 72 Remained 
Iterator_RemoveOnce @ Reflections.java:215: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ Reflections.java:325: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ Reflections.java:343: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
Iterator_RemoveOnce @ SanityChecker.java:35: 2 Unique Traces, 16 Redundant Traces, 2 Preserved, 7 Remained 
Iterator_RemoveOnce @ SanityChecker.java:44: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
Iterator_RemoveOnce @ SimpleRuleStore.java:129: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
Iterator_RemoveOnce @ SimpleRuleStore.java:140: 4 Unique Traces, 4 Redundant Traces, 4 Preserved, 4 Remained 
Iterator_RemoveOnce @ SimpleRuleStore.java:152: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Iterator_RemoveOnce @ SimpleRuleStore.java:177: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
Iterator_RemoveOnce @ SimpleRuleStore.java:205: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
Iterator_RemoveOnce @ StackManipulation.java:216: 6 Unique Traces, 1048 Redundant Traces, 5 Preserved, 61 Remained 
Iterator_RemoveOnce @ StackManipulation.java:229: 4 Unique Traces, 1021 Redundant Traces, 2 Preserved, 70 Remained 
Iterator_RemoveOnce @ StackManipulation.java:242: 9 Unique Traces, 562 Redundant Traces, 9 Preserved, 562 Remained 
Iterator_RemoveOnce @ StatusUtil.java:58: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
Iterator_RemoveOnce @ StatusUtil.java:94: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ StatusUtil.java:113: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ SubclassDynamicTypeBuilder.java:242: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Iterator_RemoveOnce @ TargetMethodAnnotationDrivenBinder.java:84: 3 Unique Traces, 2 Redundant Traces, 3 Preserved, 2 Remained 
Iterator_RemoveOnce @ TargetMethodAnnotationDrivenBinder.java:140: 3 Unique Traces, 127 Redundant Traces, 3 Preserved, 14 Remained 
Iterator_RemoveOnce @ TargetMethodAnnotationDrivenBinder.java:508: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
Iterator_RemoveOnce @ TargetMethodAnnotationDrivenBinder.java:526: 1 Unique Traces, 13 Redundant Traces, 1 Preserved, 13 Remained 
Iterator_RemoveOnce @ Transformer.java:635: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 3 Remained 
Iterator_RemoveOnce @ Transformer.java:648: 1 Unique Traces, 59 Redundant Traces, 1 Preserved, 15 Remained 
Iterator_RemoveOnce @ TypeAttributeAppender.java:87: 2 Unique Traces, 20 Redundant Traces, 2 Preserved, 11 Remained 
Iterator_RemoveOnce @ TypeCache.java:454: 1 Unique Traces, 45 Redundant Traces, 1 Preserved, 45 Remained 
Iterator_RemoveOnce @ TypeDescription.java:1803: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
Iterator_RemoveOnce @ TypeDescription.java:1907: 1 Unique Traces, 140 Redundant Traces, 1 Preserved, 32 Remained 
Iterator_RemoveOnce @ TypeDescription.java:5148: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Iterator_RemoveOnce @ TypeDescription.java:7951: 2 Unique Traces, 20 Redundant Traces, 2 Preserved, 16 Remained 
Iterator_RemoveOnce @ TypeList.java:99: 3 Unique Traces, 53 Redundant Traces, 3 Preserved, 8 Remained 
Iterator_RemoveOnce @ TypeList.java:302: 2 Unique Traces, 187 Redundant Traces, 1 Preserved, 8 Remained 
Iterator_RemoveOnce @ TypeList.java:324: 3 Unique Traces, 214 Redundant Traces, 2 Preserved, 7 Remained 
Iterator_RemoveOnce @ TypeList.java:335: 4 Unique Traces, 823 Redundant Traces, 3 Preserved, 62 Remained 
Iterator_RemoveOnce @ TypeList.java:346: 1 Unique Traces, 53 Redundant Traces, 1 Preserved, 5 Remained 
Iterator_RemoveOnce @ TypeResolutionStrategy.java:102: 2 Unique Traces, 3 Redundant Traces, 2 Preserved, 3 Remained 
Iterator_RemoveOnce @ TypeWriter.java:6039: 2 Unique Traces, 20 Redundant Traces, 2 Preserved, 3 Remained 
Iterator_RemoveOnce @ TypeWriter.java:6042: 6 Unique Traces, 16 Redundant Traces, 3 Preserved, 7 Remained 
Iterator_RemoveOnce @ Vfs.java:100: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
ListIterator_RemoveOnce @ ListenerManagerTest.java:27: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
