Appendable_ThreadSafe @ ApplyScoreCommand.java:152: 1 Unique Traces, 57 Redundant Traces, 1 Preserved, 11 Remained 
StringBuilder_ThreadSafe @ MergeVariantsTaskTest.java:66: 1 Unique Traces, 6 Redundant Traces, 1 Preserved, 6 Remained 
StringBuilder_ThreadSafe @ PGSCatalogFormat.java:118: 1 Unique Traces, 7 Redundant Traces, 1 Preserved, 7 Remained 
StringBuilder_ThreadSafe @ PGSCatalogIDFile.java:24: 1 Unique Traces, 49 Redundant Traces, 1 Preserved, 23 Remained 
StringBuilder_ThreadSafe @ PGSCatalogIDFile.java:34: 1 Unique Traces, 14 Redundant Traces, 1 Preserved, 14 Remained 
StringBuilder_ThreadSafe @ ProxyReader.java:115: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ ResolveScoreCommand.java:63: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
StringBuilder_ThreadSafe @ ResolveScoreCommand.java:79: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
StringBuilder_ThreadSafe @ ResolveScoreCommand.java:85: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ResolveScoreCommand.java:87: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ResolveScoreCommand.java:97: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ ResolveScoreCommand.java:98: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ResolveScoreCommand.java:100: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ResolveScoreCommand.java:101: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ResolveScoreCommand.java:102: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ResolveScoreCommand.java:104: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ResolveScoreCommand.java:105: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ResolveScoreCommand.java:107: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ResolveScoreCommand.java:113: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ResolveScoreCommand.java:115: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ResolveScoreCommand.java:125: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ResolveScoreCommand.java:126: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ResolveScoreCommand.java:127: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ResolveScoreCommand.java:128: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ResolveScoreCommand.java:130: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ResolveScoreCommand.java:144: 1 Unique Traces, 109 Redundant Traces, 1 Preserved, 27 Remained 
StringBuilder_ThreadSafe @ ResolveScoreCommand.java:146: 1 Unique Traces, 109 Redundant Traces, 1 Preserved, 7 Remained 
StringBuilder_ThreadSafe @ ResolveScoreCommand.java:159: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
StringBuilder_ThreadSafe @ ResolveScoreCommand.java:160: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ResolveScoreCommand.java:161: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
StringBuilder_ThreadSafe @ ResolveScoreCommand.java:164: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
StringBuilder_ThreadSafe @ RiskScoreFile.java:136: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
StringBuilder_ThreadSafe @ RiskScoreFile.java:168: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ RiskScoreFileTest.java:91: 1 Unique Traces, 21 Redundant Traces, 1 Preserved, 21 Remained 
StringBuilder_ThreadSafe @ RiskScoreFileTest.java:101: 1 Unique Traces, 21 Redundant Traces, 1 Preserved, 21 Remained 
StringBuilder_ThreadSafe @ SamplesFile.java:34: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ScoresFile.java:25: 1 Unique Traces, 49 Redundant Traces, 1 Preserved, 32 Remained 
StringBuilder_ThreadSafe @ ScoresFile.java:35: 1 Unique Traces, 14 Redundant Traces, 1 Preserved, 2 Remained 
Throwable_InitCauseOnce @ ApplyScoreTask.java:279: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ MergeScoreTask.java:94: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ PGSCatalogIDFile.java:24: 1 Unique Traces, 49 Redundant Traces, 1 Preserved, 13 Remained 
Throwable_InitCauseOnce @ PGSCatalogIDFile.java:34: 1 Unique Traces, 14 Redundant Traces, 1 Preserved, 14 Remained 
Throwable_InitCauseOnce @ ProxyReader.java:115: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ SamplesFile.java:34: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Throwable_InitCauseOnce @ ScoresFile.java:25: 1 Unique Traces, 49 Redundant Traces, 1 Preserved, 18 Remained 
Throwable_InitCauseOnce @ ScoresFile.java:35: 1 Unique Traces, 14 Redundant Traces, 1 Preserved, 14 Remained 
Writer_ManipulateAfterClose @ GzipLineWriter.java:32: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
