Appendable_ThreadSafe @ ArrayWriteTest.java:44: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ SegmentedStringWriterTest.java:42: 1 Unique Traces, 8 Redundant Traces, 1 Preserved, 8 Remained 
StringBuilder_ThreadSafe @ Separators.java:71: 1 Unique Traces, 128 Redundant Traces, 1 Preserved, 15 Remained 
StringBuilder_ThreadSafe @ SerializedStringWriteTest.java:179: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ SimpleParserTest.java:73: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ SimpleParserTest.java:325: 1 Unique Traces, 29 Redundant Traces, 1 Preserved, 29 Remained 
StringBuilder_ThreadSafe @ SimpleParserTest.java:364: 4 Unique Traces, 0 Redundant Traces, 4 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ SimpleParserTest.java:641: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
StringBuilder_ThreadSafe @ StandardRepresentation.java:106: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ StreamReadConstraints.java:659: 1 Unique Traces, 25 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ StreamReadException.java:114: 1 Unique Traces, 7 Redundant Traces, 1 Preserved, 6 Remained 
StringBuilder_ThreadSafe @ StreamWriteConstraints.java:182: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ StringGenerationFromReaderTest.java:101: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
StringBuilder_ThreadSafe @ StringGenerationFromReaderTest.java:104: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
StringBuilder_ThreadSafe @ StringGenerationFromReaderTest.java:107: 4 Unique Traces, 16 Redundant Traces, 4 Preserved, 8 Remained 
StringBuilder_ThreadSafe @ StringGenerationFromReaderTest.java:127: 2 Unique Traces, 2 Redundant Traces, 2 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ StringGenerationFromReaderTest.java:130: 78 Unique Traces, 78 Redundant Traces, 78 Preserved, 78 Remained 
StringBuilder_ThreadSafe @ StringGenerationFromReaderTest.java:132: 70 Unique Traces, 70 Redundant Traces, 69 Preserved, 70 Remained 
StringBuilder_ThreadSafe @ StringGenerationFromReaderTest.java:291: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ StringGenerationTest.java:104: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
StringBuilder_ThreadSafe @ StringGenerationTest.java:107: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
StringBuilder_ThreadSafe @ StringGenerationTest.java:110: 3 Unique Traces, 12 Redundant Traces, 3 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ StringGenerationTest.java:130: 2 Unique Traces, 2 Redundant Traces, 2 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ StringGenerationTest.java:133: 78 Unique Traces, 78 Redundant Traces, 78 Preserved, 78 Remained 
StringBuilder_ThreadSafe @ StringGenerationTest.java:135: 70 Unique Traces, 70 Redundant Traces, 70 Preserved, 70 Remained 
StringBuilder_ThreadSafe @ SurrogateWrite223Test.java:107: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ SurrogateWrite223Test.java:110: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ SurrogateWrite223Test.java:113: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ SymbolsViaParserTest.java:70: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ SymbolsViaParserTest.java:89: 1 Unique Traces, 399 Redundant Traces, 1 Preserved, 30 Remained 
StringBuilder_ThreadSafe @ TestByteBasedSymbols.java:119: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ TestByteBasedSymbols.java:191: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ TestCharEscaping.java:130: 1 Unique Traces, 79 Redundant Traces, 1 Preserved, 12 Remained 
StringBuilder_ThreadSafe @ TestCharEscaping.java:131: 1 Unique Traces, 79 Redundant Traces, 1 Preserved, 8 Remained 
StringBuilder_ThreadSafe @ TestCharEscaping.java:133: 1 Unique Traces, 79 Redundant Traces, 1 Preserved, 5 Remained 
StringBuilder_ThreadSafe @ TestCharEscaping.java:267: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ TestCharEscaping.java:284: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ TestCustomEscaping.java:181: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ TestCustomEscaping.java:197: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ TestCustomEscaping.java:213: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ TestCustomEscaping.java:222: 1 Unique Traces, 11 Redundant Traces, 1 Preserved, 11 Remained 
StringBuilder_ThreadSafe @ TestCustomEscaping.java:238: 1 Unique Traces, 11 Redundant Traces, 1 Preserved, 11 Remained 
StringBuilder_ThreadSafe @ TestHashCollisionChars.java:48: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ TestHashCollisionChars.java:103: 1 Unique Traces, 1295 Redundant Traces, 1 Preserved, 65 Remained 
StringBuilder_ThreadSafe @ TestJsonStringEncoder.java:37: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ TestJsonStringEncoder.java:55: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ TestJsonStringEncoder.java:56: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ TestJsonStringEncoder.java:72: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ TestJsonStringEncoder.java:73: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ TestJsonStringEncoder.java:138: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ TestJsonStringEncoder.java:202: 8 Unique Traces, 1 Redundant Traces, 8 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ TestSymbolTables.java:93: 1 Unique Traces, 24999 Redundant Traces, 1 Preserved, 1286 Remained 
StringBuilder_ThreadSafe @ TestSymbolTables.java:128: 1 Unique Traces, 24999 Redundant Traces, 1 Preserved, 1238 Remained 
StringBuilder_ThreadSafe @ TestSymbolTables.java:297: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ TestSymbolTables.java:309: 1 Unique Traces, 399 Redundant Traces, 1 Preserved, 14 Remained 
StringBuilder_ThreadSafe @ TestSymbolTables.java:413: 1 Unique Traces, 49 Redundant Traces, 1 Preserved, 21 Remained 
StringBuilder_ThreadSafe @ TestWithTonsaSymbols.java:70: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ TextBuffer.java:498: 7 Unique Traces, 942 Redundant Traces, 1 Preserved, 76 Remained 
StringBuilder_ThreadSafe @ TextBuffer.java:502: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ TextBufferTest.java:54: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ TextBufferTest.java:57: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ ToDecimalChecker.java:85: 1 Unique Traces, 5908977 Redundant Traces, 1 Preserved, 9999 Remained 
StringBuilder_ThreadSafe @ TrailingCommasTest.java:391: 1 Unique Traces, 99 Redundant Traces, 1 Preserved, 61 Remained 
StringBuilder_ThreadSafe @ UTF32Reader.java:187: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ UTF32Reader.java:193: 1 Unique Traces, 11 Redundant Traces, 1 Preserved, 11 Remained 
StringBuilder_ThreadSafe @ UTF8DataInputJsonParser.java:366: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ UTF8DataInputJsonParser.java:375: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ UTF8DataInputJsonParser.java:578: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ UTF8DataInputJsonParser.java:2134: 1 Unique Traces, 5 Redundant Traces, 1 Preserved, 5 Remained 
StringBuilder_ThreadSafe @ UTF8DataInputJsonParser.java:2137: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ UTF8DataInputJsonParser.java:2242: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ UTF8DataInputJsonParser.java:2776: 5 Unique Traces, 16 Redundant Traces, 5 Preserved, 16 Remained 
StringBuilder_ThreadSafe @ UTF8NamesParseTest.java:79: 1 Unique Traces, 32 Redundant Traces, 1 Preserved, 32 Remained 
StringBuilder_ThreadSafe @ UTF8NamesParseTest.java:115: 1 Unique Traces, 35 Redundant Traces, 1 Preserved, 7 Remained 
StringBuilder_ThreadSafe @ UTF8NamesParseTest.java:146: 1 Unique Traces, 32 Redundant Traces, 1 Preserved, 18 Remained 
StringBuilder_ThreadSafe @ UTF8NamesParseTest.java:162: 1 Unique Traces, 35 Redundant Traces, 1 Preserved, 17 Remained 
StringBuilder_ThreadSafe @ UTF8NamesParseTest.java:188: 2 Unique Traces, 4 Redundant Traces, 2 Preserved, 4 Remained 
StringBuilder_ThreadSafe @ UTF8StreamJsonParser.java:513: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ UTF8StreamJsonParser.java:520: 1 Unique Traces, 5 Redundant Traces, 1 Preserved, 5 Remained 
StringBuilder_ThreadSafe @ UTF8StreamJsonParser.java:738: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ UTF8StreamJsonParser.java:2749: 1 Unique Traces, 16 Redundant Traces, 1 Preserved, 16 Remained 
StringBuilder_ThreadSafe @ UTF8StreamJsonParser.java:2752: 1 Unique Traces, 7 Redundant Traces, 1 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ UTF8StreamJsonParser.java:3229: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ UTF8StreamJsonParser.java:3656: 8 Unique Traces, 36 Redundant Traces, 8 Preserved, 29 Remained 
StringBuilder_ThreadSafe @ UTF8Writer.java:375: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ UTF8Writer.java:393: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ UTF8WriterTest.java:39: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ Version.java:105: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ Version.java:111: 2 Unique Traces, 3 Redundant Traces, 2 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ VersionUtil.java:64: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
StringBuilder_ThreadSafe @ VersionUtil.java:112: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ WriterBasedJsonGenerator.java:301: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ WriterBasedJsonGenerator.java:356: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ AbstractBigDecimalParser.java:63: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Throwable_InitCauseOnce @ AbstractJavaFloatingPointBitsFromCharSequence.java:406: 1 Unique Traces, 19 Redundant Traces, 1 Preserved, 8 Remained 
Throwable_InitCauseOnce @ Base64Variant.java:158: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ Base64Variant.java:848: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Throwable_InitCauseOnce @ Base64Variant.java:852: 1 Unique Traces, 11 Redundant Traces, 1 Preserved, 11 Remained 
Throwable_InitCauseOnce @ Base64Variant.java:856: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
Throwable_InitCauseOnce @ Base64Variants.java:140: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ BigDecimalParser.java:140: 1 Unique Traces, 11 Redundant Traces, 1 Preserved, 10 Remained 
Throwable_InitCauseOnce @ BigIntegerParser.java:26: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Throwable_InitCauseOnce @ BigIntegerParser.java:38: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ ByteQuadsCanonicalizer.java:1001: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
Throwable_InitCauseOnce @ CharsToNameCanonicalizer.java:787: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ DataFormatMatcher.java:56: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ DefaultPrettyPrinter.java:369: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ ErrorReportConfiguration.java:200: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
Throwable_InitCauseOnce @ ErrorReportConfiguration.java:207: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ ExceptionsTest.java:35: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ IOContext.java:475: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Throwable_InitCauseOnce @ IOContext.java:490: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Throwable_InitCauseOnce @ InputStreamInitTest.java:28: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Throwable_InitCauseOnce @ JavaBigIntegerFromCharSequence.java:68: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ JsonFactoryBuilder.java:218: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ JsonParser.java:2564: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Throwable_InitCauseOnce @ MockDataInput.java:45: 1 Unique Traces, 11 Redundant Traces, 1 Preserved, 11 Remained 
Throwable_InitCauseOnce @ OutputStreamInitTest.java:35: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ ParseDigitsTaskCharSequence.java:44: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ ParserBase.java:1532: 1 Unique Traces, 14 Redundant Traces, 1 Preserved, 10 Remained 
Throwable_InitCauseOnce @ RequestPayload.java:29: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ RequestPayload.java:37: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ StreamReadConstraints.java:206: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Throwable_InitCauseOnce @ StreamReadConstraints.java:654: 1 Unique Traces, 27 Redundant Traces, 1 Preserved, 23 Remained 
Throwable_InitCauseOnce @ StreamWriteConstraints.java:177: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
Throwable_InitCauseOnce @ TokenStreamFactory.java:389: 1 Unique Traces, 13 Redundant Traces, 1 Preserved, 5 Remained 
Throwable_InitCauseOnce @ TypeReference.java:35: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ UTF32Reader.java:187: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
Throwable_InitCauseOnce @ UTF32Reader.java:193: 1 Unique Traces, 11 Redundant Traces, 1 Preserved, 4 Remained 
Throwable_InitCauseOnce @ UTF8Writer.java:375: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Throwable_InitCauseOnce @ UTF8Writer.java:381: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Writer_ManipulateAfterClose @ SegmentedStringWriterTest.java:50: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Writer_ManipulateAfterClose @ SimpleParserTest.java:505: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Writer_ManipulateAfterClose @ UTF8NamesParseTest.java:214: 1 Unique Traces, 5 Redundant Traces, 1 Preserved, 5 Remained 
Writer_ManipulateAfterClose @ UTF8NamesParseTest.java:231: 1 Unique Traces, 5 Redundant Traces, 1 Preserved, 5 Remained 
Writer_ManipulateAfterClose @ UTF8WriterTest.java:30: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Writer_ManipulateAfterClose @ UTF8WriterTest.java:53: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Writer_ManipulateAfterClose @ UTF8WriterTest.java:72: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Writer_ManipulateAfterClose @ UTF8WriterTest.java:91: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Writer_ManipulateAfterClose @ UTF8WriterTest.java:101: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Writer_ManipulateAfterClose @ UTF8WriterTest.java:116: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Writer_ManipulateAfterClose @ UTF8WriterTest.java:125: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Writer_ManipulateAfterClose @ UTF8WriterTest.java:133: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Writer_ManipulateAfterClose @ UTF8WriterTest.java:141: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Writer_ManipulateAfterClose @ WriterBasedJsonGenerator.java:1033: 1 Unique Traces, 95 Redundant Traces, 1 Preserved, 68 Remained 
